rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_intensity,soil_moisture,river_level,river_level_change,elevation,slope,distance_to_river,historical_flood_frequency,flood_label
46.3,73.38,127.93,146.45,54.91,76.05,4.03,1.48,1500.2,33.0,4.28,0.613,1
53.09,65.31,104.63,116.66,49.56,51.63,2.77,0.64,3188.8,47.1,9.05,0.299,0
85.67,103.6,204.07,426.1,94.3,70.71,5.42,2.85,2927.1,46.2,10.09,0.254,1
44.31,111.46,154.34,296.3,38.32,85.64,5.35,1.59,2077.2,40.0,6.43,0.453,1
17.71,35.79,74.74,148.67,17.64,50.58,2.11,-0.18,489.6,12.5,4.51,0.716,0
41.78,61.31,106.34,163.33,46.51,80.41,3.97,1.27,1326.5,34.2,4.61,0.59,1
51.01,85.09,99.29,146.8,56.1,70.53,2.96,1.44,2063.0,31.1,5.6,0.426,1
11.53,38.06,56.1,139.32,14.3,55.0,1.79,-0.2,1599.5,29.8,4.53,0.529,0
62.41,111.28,129.47,244.05,80.93,82.8,4.65,3.27,1618.0,39.9,4.52,0.601,1
46.4,96.37,145.77,305.86,49.22,74.64,4.7,1.6,2884.0,45.2,8.88,0.32,1
29.11,57.61,158.34,249.0,35.89,69.73,4.08,0.93,2210.1,35.5,7.25,0.414,0
29.83,60.63,70.72,98.85,27.87,60.45,2.18,0.37,492.8,23.0,1.88,0.686,0
19.02,44.15,72.73,111.06,20.61,51.2,2.19,-0.13,931.1,27.1,6.49,0.537,0
49.12,91.55,112.73,206.34,59.46,76.23,3.54,1.63,1723.3,33.7,5.22,0.459,1
56.48,82.39,181.37,214.19,61.05,83.14,5.76,2.15,537.4,33.2,1.66,0.739,1
35.43,104.03,209.01,307.09,32.27,71.62,4.16,0.57,731.3,22.4,3.7,0.684,1
4.57,24.81,74.81,87.76,5.45,54.63,2.36,-0.09,2993.0,50.4,8.06,0.37,0
1.44,3.1,7.57,24.83,1.7,51.5,1.45,-0.4,2779.2,57.1,7.36,0.372,0
9.1,14.96,45.96,111.78,9.82,55.28,2.22,-0.26,2959.5,49.2,9.29,0.251,0
35.79,80.59,163.75,355.67,45.9,80.46,5.93,2.0,2854.8,58.0,9.0,0.253,1
30.18,35.47,57.4,163.4,31.08,53.9,1.98,0.33,1383.3,32.3,5.04,0.622,0
7.67,9.9,19.39,38.8,9.67,41.17,1.6,-0.32,2010.9,36.0,6.29,0.503,0
1.23,2.11,5.64,10.61,1.49,47.42,1.51,-0.41,1092.6,26.3,3.88,0.673,0
18.47,35.1,46.13,85.09,21.69,61.33,2.01,0.13,742.8,29.1,3.98,0.739,0
61.41,69.01,145.42,246.14,46.1,87.6,4.15,0.97,632.7,18.1,2.71,0.772,1
22.99,46.73,83.26,142.44,28.73,72.93,2.71,0.26,1619.0,20.1,7.01,0.406,0
15.08,20.41,24.91,38.86,17.06,43.56,1.71,0.12,2774.4,39.0,8.88,0.244,0
5.68,48.76,109.06,216.23,4.0,58.77,2.68,-0.09,2299.3,49.8,6.99,0.426,0
9.29,42.96,69.48,157.28,8.5,51.08,2.56,0.02,2772.4,41.9,8.31,0.317,0
16.35,38.06,64.09,129.69,13.75,55.0,2.36,0.02,1715.1,37.8,6.08,0.488,0
1.76,3.3,8.75,25.57,1.62,20.29,1.75,-0.48,2096.4,48.6,6.32,0.392,0
45.37,67.99,112.21,204.99,38.26,83.73,3.95,0.87,860.7,26.1,4.04,0.69,1
19.87,28.26,87.89,147.28,14.92,55.95,2.53,-0.05,2878.4,46.6,7.77,0.311,0
51.41,67.12,81.12,169.49,42.88,69.18,3.21,1.25,3177.6,52.9,12.81,0.232,1
2.19,9.58,11.03,18.32,1.96,44.29,1.63,-0.37,2204.4,38.7,6.02,0.544,0
64.74,113.83,169.57,195.35,61.86,64.09,4.27,1.59,2854.0,51.6,8.33,0.37,1
1.84,4.96,6.09,15.58,1.3,26.29,1.3,-0.37,2590.3,41.4,7.26,0.431,0
12.09,28.51,40.23,47.85,13.51,52.35,1.87,-0.29,511.7,24.0,3.0,0.795,0
1.35,1.88,3.03,3.31,1.57,47.91,1.53,-0.45,1512.3,35.9,8.1,0.461,0
4.1,10.97,25.32,48.91,4.64,57.89,1.95,-0.27,2810.9,47.5,8.55,0.433,0
39.55,84.86,105.94,191.62,49.5,51.32,2.84,0.67,2948.6,44.6,7.63,0.387,0
16.05,24.24,36.28,50.98,12.18,51.15,1.91,-0.26,1194.9,32.0,4.13,0.697,0
8.63,14.29,24.36,61.2,7.25,61.1,1.53,-0.28,1733.3,36.5,6.32,0.524,0
26.94,53.92,72.2,115.77,26.22,70.03,2.89,0.36,1875.5,39.0,6.45,0.472,0
33.97,68.95,84.96,112.08,36.09,71.55,2.78,0.5,1326.5,26.8,4.66,0.677,1
30.94,36.03,110.74,158.68,39.73,54.86,2.78,0.57,2394.7,34.9,6.57,0.477,0
4.26,5.21,7.3,9.99,3.57,21.01,1.31,-0.33,2899.4,47.0,7.77,0.368,0
25.84,42.41,84.21,148.61,21.19,74.71,3.06,0.34,1822.9,35.5,5.73,0.559,1
12.11,21.49,26.87,60.45,12.42,34.41,1.41,-0.25,732.8,22.8,2.03,0.844,0
6.03,11.25,16.4,25.44,5.63,58.68,1.99,-0.39,696.0,20.4,5.74,0.642,0
6.61,8.85,12.73,20.51,5.02,43.66,1.81,-0.39,2633.9,55.3,8.58,0.328,0
13.19,54.85,95.17,189.57,13.89,55.2,2.55,0.04,2057.9,37.6,10.01,0.402,0
8.71,17.74,28.7,56.81,9.0,49.88,1.58,-0.08,688.3,24.9,3.86,0.754,0
14.22,46.77,74.28,196.85,16.57,61.94,2.42,0.14,1575.1,29.9,4.68,0.492,0
12.17,23.31,47.08,69.9,9.49,66.6,2.44,0.06,1140.1,32.9,3.27,0.681,0
35.66,48.75,71.85,126.05,34.05,49.3,2.58,0.11,3157.3,40.9,9.21,0.277,0
48.87,102.29,188.13,233.56,44.51,60.92,4.05,0.7,1790.6,32.4,6.38,0.506,1
7.42,14.84,37.99,55.64,8.15,29.48,1.62,-0.42,2029.7,39.2,7.62,0.465,0
37.63,97.34,123.16,162.91,28.8,68.33,3.01,0.17,805.6,20.3,4.95,0.65,0
15.04,18.22,27.02,45.34,12.06,45.87,1.13,0.04,1837.6,38.5,7.05,0.514,0
49.59,66.01,139.88,215.65,54.22,68.72,3.52,1.16,690.1,26.8,9.1,0.529,1
36.65,41.92,65.41,156.56,39.08,71.54,2.9,0.92,3190.2,49.2,9.11,0.238,0
29.22,67.0,119.17,162.07,26.07,62.5,3.55,0.6,2814.3,56.4,10.17,0.33,0
36.49,43.31,59.06,101.1,36.9,62.81,2.35,0.67,2424.1,32.4,6.74,0.428,1
45.2,55.24,112.26,230.21,43.5,63.63,2.93,0.48,771.9,20.8,3.79,0.757,1
8.44,15.38,17.41,39.37,6.65,37.44,1.63,-0.14,3031.4,50.9,8.1,0.277,0
8.97,42.96,59.37,135.4,10.47,48.19,2.18,-0.2,2602.7,47.6,8.34,0.422,0
22.78,72.4,85.75,164.4,18.95,64.82,2.85,0.07,1911.9,36.6,6.53,0.456,0
61.25,132.81,209.41,257.56,46.66,68.81,4.88,1.01,3041.6,46.5,9.8,0.215,1
6.8,28.58,42.77,105.18,7.97,42.16,1.85,-0.29,2611.4,45.4,13.13,0.32,0
3.2,4.99,12.42,24.82,3.17,41.4,1.91,-0.07,2021.6,37.7,5.75,0.551,0
43.12,96.27,104.47,279.06,44.97,72.1,3.17,1.19,1832.2,37.0,7.35,0.464,1
15.98,37.11,61.87,142.04,18.87,61.46,2.66,0.14,2937.5,46.6,8.56,0.243,0
21.24,45.53,76.83,120.81,17.7,53.25,2.51,0.25,2828.7,44.8,13.37,0.219,0
17.26,26.57,55.74,99.93,22.37,66.06,2.19,0.16,953.9,23.7,2.91,0.722,0
9.39,17.8,47.48,110.09,6.61,72.93,2.07,-0.22,2408.0,37.2,7.97,0.345,0
9.26,14.01,29.37,54.16,8.15,51.17,1.84,-0.02,1449.9,26.6,4.62,0.57,0
8.76,44.35,71.29,161.78,10.15,56.74,2.4,-0.09,1640.9,31.8,6.73,0.495,0
64.24,123.8,150.85,266.38,45.44,82.78,4.43,1.3,1197.4,30.1,5.8,0.557,1
8.19,18.63,35.67,82.95,9.85,56.63,1.79,-0.11,2807.6,45.3,7.58,0.372,0
3.76,33.88,37.47,56.39,3.32,34.68,1.81,-0.1,2604.3,49.2,6.99,0.359,0
12.97,17.66,22.52,56.88,14.78,43.9,1.5,-0.1,457.0,22.7,3.75,0.664,0
15.43,20.55,109.57,210.88,11.1,68.21,2.87,-0.04,1006.3,26.9,6.73,0.57,0
67.65,98.59,168.4,232.28,57.25,74.27,3.96,1.25,779.7,23.0,7.5,0.58,1
29.21,54.13,76.02,83.24,37.3,68.72,2.46,0.65,2414.5,36.3,6.78,0.453,0
8.62,11.38,22.39,32.92,6.14,26.13,1.2,-0.43,1625.4,30.3,4.51,0.504,0
38.49,71.0,144.89,240.26,39.43,74.0,3.12,0.5,460.4,13.4,4.82,0.742,1
48.24,106.03,181.25,276.54,41.07,56.09,3.74,0.69,1451.6,37.7,3.99,0.589,1
51.38,98.89,194.38,290.75,52.66,82.37,6.16,1.81,2586.8,42.4,7.22,0.464,1
30.11,39.45,66.18,135.61,28.89,80.36,2.65,0.63,895.3,26.7,6.01,0.641,1
52.24,102.31,178.36,280.55,41.43,83.15,4.79,0.93,632.3,23.7,2.25,0.822,1
21.08,50.23,92.25,160.38,15.9,51.2,2.37,-0.01,2660.0,41.3,7.78,0.269,0
2.6,5.67,24.0,82.62,3.29,48.93,1.46,-0.26,534.5,17.4,5.83,0.628,0
25.89,36.03,56.27,155.56,26.38,68.8,2.17,0.51,1352.6,24.0,6.2,0.626,0
21.12,55.15,106.44,174.23,19.76,72.48,2.88,-0.07,662.3,14.5,6.81,0.604,0
10.57,22.97,30.35,68.89,7.47,55.71,1.97,-0.08,3010.3,53.0,8.59,0.377,0
14.09,15.66,25.83,89.51,15.97,51.01,1.66,-0.03,2539.5,38.6,7.16,0.365,0
12.18,17.03,51.63,95.2,9.52,74.13,2.3,-0.1,910.9,26.2,2.52,0.736,0
13.46,19.49,39.93,92.05,17.1,57.05,1.83,-0.12,908.6,34.2,4.11,0.691,0
39.58,44.98,58.7,154.4,32.92,46.98,1.78,0.25,2029.5,44.2,5.55,0.555,0
30.14,59.41,105.42,192.7,21.33,74.47,3.13,0.33,712.1,29.0,4.26,0.637,0
31.74,52.43,70.49,185.46,32.54,75.38,2.99,0.92,2016.8,41.3,6.47,0.375,1
35.46,70.83,90.73,163.34,28.77,62.08,2.89,0.12,1214.5,26.5,3.95,0.646,1
40.88,72.5,113.07,211.11,46.7,66.7,2.94,0.94,2076.0,35.8,7.35,0.452,1
5.11,16.59,27.03,53.27,5.3,59.63,1.88,-0.18,1688.0,33.8,4.49,0.522,0
15.92,44.79,115.3,186.46,12.56,57.19,3.1,0.17,3073.7,51.5,8.75,0.282,0
2.61,4.75,15.89,40.73,3.29,42.1,1.39,-0.15,2380.9,39.6,6.74,0.408,0
3.0,3.34,6.17,10.46,2.87,19.71,1.34,-0.29,1623.5,30.1,5.01,0.554,0
11.34,24.34,43.82,81.25,11.71,44.38,1.48,-0.08,3038.3,54.3,8.25,0.283,0
6.0,22.2,30.79,61.66,4.55,41.83,1.7,-0.33,1404.1,30.1,4.81,0.58,0
19.85,50.02,99.09,169.0,14.07,53.77,2.98,0.13,3196.1,57.4,9.2,0.273,0
13.99,37.32,88.11,115.35,11.58,46.55,2.14,-0.31,463.0,19.0,1.36,0.749,0
24.3,56.08,89.12,138.61,19.58,71.13,2.87,0.12,2873.9,36.6,8.68,0.414,0
11.68,15.52,26.82,50.25,14.17,45.79,2.0,-0.08,2672.6,40.7,9.7,0.318,0
0.75,1.46,2.95,4.05,0.8,31.33,1.7,-0.18,459.4,26.4,1.72,0.786,0
4.44,26.71,59.1,91.13,3.86,60.8,2.42,-0.18,431.6,16.2,1.59,0.89,0
22.4,36.04,53.98,72.94,17.17,32.26,1.56,-0.23,2742.5,46.5,10.75,0.294,0
24.15,33.27,54.38,71.33,27.47,48.72,1.7,0.14,2012.3,31.4,5.43,0.555,0
12.5,53.44,74.03,135.46,12.01,80.0,2.75,0.03,1182.7,29.1,3.51,0.669,0
24.16,69.37,86.65,101.31,21.08,72.24,2.94,0.5,1706.1,32.0,5.61,0.538,0
36.35,59.91,113.56,203.87,28.73,61.45,2.86,0.34,2183.8,27.7,7.53,0.371,0
25.55,61.97,100.61,213.35,28.87,71.09,3.36,0.42,2233.4,39.7,6.03,0.436,1
9.11,11.85,15.65,38.06,9.46,28.59,1.19,-0.41,2009.5,29.1,5.56,0.559,0
42.1,48.3,103.37,205.36,43.62,58.86,2.64,0.51,2671.6,41.6,7.4,0.463,1
16.09,19.82,29.07,85.74,15.12,36.96,1.55,-0.04,3068.0,46.5,7.87,0.376,0
8.42,15.1,28.44,43.37,9.38,36.44,1.95,-0.22,1632.5,30.6,4.35,0.623,0
2.87,12.86,17.73,22.65,3.24,23.65,1.35,-0.45,1750.3,25.3,5.98,0.422,0
17.82,30.16,41.71,70.84,12.72,50.78,1.53,-0.02,1247.1,26.5,4.2,0.651,0
9.82,50.33,96.19,159.78,11.76,66.02,3.24,0.01,2417.4,39.6,7.03,0.395,0
45.69,50.74,86.36,157.93,37.67,52.32,2.3,0.49,2047.0,39.0,7.25,0.425,0
5.8,25.03,42.75,50.47,5.76,37.73,1.73,-0.19,791.9,22.5,3.48,0.633,0
17.83,88.5,169.55,235.69,13.54,64.35,3.52,0.14,1058.6,27.8,4.47,0.607,0
8.71,10.65,19.62,35.43,8.2,29.99,1.22,-0.29,902.8,27.6,4.13,0.73,0
30.26,62.0,85.25,122.83,26.53,52.96,2.28,0.25,3149.5,50.5,9.58,0.24,0
17.43,52.47,97.16,138.45,22.63,56.13,2.06,0.15,1071.7,17.3,3.58,0.677,0
31.55,41.43,95.58,311.92,26.07,59.9,2.59,0.25,1607.1,28.6,6.48,0.572,0
4.6,14.39,42.6,94.55,4.35,44.14,1.54,-0.1,748.3,30.3,5.18,0.687,0
48.39,94.14,169.02,241.92,39.33,57.94,3.76,0.79,2690.7,42.9,6.96,0.357,1
19.6,41.32,89.72,168.05,21.51,67.37,2.72,0.16,684.6,29.8,2.21,0.722,0
30.32,73.25,128.52,150.94,32.54,58.92,3.16,0.34,2346.6,40.1,7.94,0.425,0
18.2,23.75,35.74,61.58,14.31,67.16,1.61,0.08,1217.4,23.9,6.23,0.589,0
25.54,27.8,43.02,79.34,25.26,41.15,1.94,-0.22,1091.6,24.4,4.92,0.698,0
23.79,56.17,93.72,200.78,17.52,62.54,2.68,-0.16,725.8,23.1,2.04,0.712,1
28.61,72.41,106.27,228.59,34.34,68.92,3.4,0.53,2113.1,36.6,7.78,0.439,0
33.02,51.32,80.5,153.61,27.07,79.73,3.08,0.91,2828.2,42.7,8.0,0.32,0
3.7,17.57,46.97,74.91,2.62,59.16,1.78,-0.09,1444.3,37.3,3.9,0.686,0
4.07,26.21,51.78,104.24,3.87,55.15,1.61,-0.29,694.4,28.4,2.1,0.854,0
31.25,67.05,79.93,164.45,40.21,78.61,3.46,1.45,2670.8,41.9,7.43,0.369,1
20.07,48.67,70.84,100.27,24.22,60.42,2.08,0.18,2054.1,33.3,7.65,0.468,0
41.86,70.37,124.37,240.55,38.85,66.02,3.4,0.67,2282.8,32.0,6.12,0.567,1
17.0,38.23,62.58,70.6,13.75,58.4,2.24,-0.11,2221.0,45.1,7.6,0.424,0
24.4,31.22,60.09,137.21,24.0,65.76,2.41,0.46,1420.1,34.2,5.61,0.56,0
3.53,12.36,28.62,43.7,4.58,48.88,1.89,-0.22,2635.3,43.6,7.08,0.358,0
12.0,14.68,35.31,83.54,11.27,57.4,1.54,0.13,1511.8,39.1,5.97,0.635,0
34.01,102.54,198.54,242.65,25.68,70.67,5.35,0.48,2236.5,39.8,8.37,0.305,0
45.03,98.09,143.83,217.41,40.87,68.35,3.29,0.75,956.6,23.7,3.61,0.779,1
1.44,6.91,18.16,31.66,1.08,39.16,1.83,-0.22,2701.9,57.0,7.43,0.418,0
13.6,65.73,167.71,343.83,17.29,73.51,3.88,0.12,1493.5,24.3,5.29,0.531,0
31.28,33.72,53.93,149.38,29.39,50.56,2.06,0.05,1572.5,41.7,4.75,0.603,0
62.73,109.6,178.34,256.95,66.05,62.51,4.43,1.58,3106.2,56.9,11.16,0.127,1
12.54,19.85,30.25,58.61,11.05,57.6,1.71,-0.23,1039.9,25.9,3.98,0.635,0
60.08,70.08,127.58,197.38,51.01,50.23,2.98,0.71,1834.6,40.7,6.35,0.513,1
53.99,110.85,187.18,247.55,67.5,78.09,6.02,2.49,2558.7,50.5,8.43,0.406,1
8.5,15.51,18.78,39.27,7.34,34.16,1.55,-0.32,546.7,17.0,1.66,0.772,0
17.54,44.93,73.36,98.13,16.19,69.54,2.37,0.4,1485.7,41.8,5.11,0.604,0
7.47,10.8,21.23,39.97,5.46,43.1,1.47,-0.1,1993.4,34.9,5.6,0.523,0
17.88,32.59,34.49,55.61,14.44,35.93,1.6,-0.34,427.8,11.4,2.58,0.759,0
35.58,46.62,88.88,212.52,31.47,84.14,3.81,1.09,2819.6,46.0,7.74,0.419,1
49.24,55.39,72.27,138.87,46.13,49.73,2.04,0.21,619.0,23.6,5.56,0.732,0
48.84,66.33,77.86,228.07,48.12,83.25,3.92,1.91,3198.3,56.5,8.9,0.259,1
91.57,158.41,226.01,376.83,81.38,90.93,6.04,2.51,1273.5,21.1,3.69,0.638,1
11.52,16.55,33.54,71.49,9.23,44.17,1.83,-0.04,934.7,27.1,2.98,0.719,0
10.83,22.67,29.67,57.71,13.11,41.42,1.95,-0.19,1774.2,34.3,9.99,0.414,0
3.29,10.86,26.05,64.19,3.37,40.55,1.16,-0.14,481.6,17.2,3.18,0.811,0
0.86,1.92,3.93,5.42,0.71,47.71,1.24,-0.33,1988.7,41.4,8.21,0.493,0
45.72,51.79,96.65,177.24,49.46,66.81,2.99,0.89,976.9,26.7,5.03,0.648,1
10.85,15.53,31.91,51.08,12.71,51.09,1.75,-0.17,2439.5,36.5,6.59,0.373,0
29.85,32.53,60.66,118.46,34.2,60.44,1.8,0.11,834.5,16.1,4.0,0.75,0
0.51,0.7,3.25,8.14,0.43,38.75,2.04,-0.28,2672.8,46.3,7.73,0.336,0
11.36,17.27,27.83,38.73,12.36,54.27,1.94,0.06,3166.3,56.5,8.67,0.303,0
20.77,75.97,126.33,249.39,24.31,74.21,3.75,0.7,2780.1,42.3,8.5,0.369,1
37.79,59.06,90.03,142.73,32.43,62.96,2.67,0.17,1266.7,26.0,3.81,0.719,0
26.31,38.15,67.14,106.31,26.69,46.73,1.77,0.04,636.2,29.9,1.87,0.73,0
33.9,47.96,68.8,130.64,30.68,49.72,2.39,-0.04,1538.4,28.1,4.29,0.71,0
26.67,50.98,91.79,105.16,26.66,68.45,3.42,0.72,2363.8,43.8,7.85,0.514,0
23.06,44.77,96.62,164.63,28.88,58.47,2.48,0.44,1468.5,35.8,4.77,0.512,0
12.85,62.86,109.87,201.44,16.37,55.15,2.78,0.01,2085.0,37.8,6.07,0.503,0
2.95,4.7,6.55,9.52,2.24,42.52,1.42,-0.27,930.9,24.4,2.98,0.693,0
5.25,12.03,13.85,48.11,4.61,47.11,1.73,-0.09,2827.2,31.4,7.86,0.385,0
24.0,31.54,58.78,172.51,25.59,74.82,2.89,0.67,1660.5,38.9,6.91,0.501,0
4.36,16.27,37.76,81.6,4.47,49.31,1.63,-0.12,2330.8,40.4,7.45,0.419,0
15.32,20.63,35.41,59.95,13.13,49.28,1.97,0.07,2075.6,38.8,7.67,0.398,0
29.63,55.34,151.27,300.03,22.14,63.0,3.45,0.36,1649.7,33.5,4.34,0.6,1
3.76,9.67,14.95,19.39,3.94,37.14,1.85,-0.4,2002.6,40.3,5.22,0.548,0
82.88,158.58,182.28,238.92,80.36,78.02,5.24,2.33,481.7,27.7,1.79,0.712,1
38.05,85.7,103.63,188.65,30.63,69.59,3.16,0.55,1900.4,38.8,5.44,0.515,0
0.34,0.68,2.38,3.86,0.37,22.3,1.45,-0.21,3096.7,42.7,8.21,0.28,0
23.94,33.08,56.25,115.88,21.22,58.13,2.32,0.24,1724.4,37.5,5.21,0.565,0
0.23,0.42,0.94,1.6,0.23,25.17,1.48,-0.25,760.4,25.4,2.14,0.71,0
32.17,56.54,89.67,219.24,31.61,60.37,2.15,0.15,955.6,21.2,3.91,0.632,1
6.53,38.82,90.01,138.4,7.91,48.03,1.76,-0.3,1153.0,22.9,3.34,0.615,0
25.76,50.87,96.08,162.71,22.77,51.6,2.3,0.09,1323.6,23.5,3.79,0.705,0
12.08,21.72,39.77,60.95,9.92,56.52,1.73,-0.12,751.9,27.2,2.57,0.718,0
24.93,35.71,52.91,82.76,18.5,48.84,1.61,0.13,2827.5,41.3,7.36,0.407,0
20.8,39.36,92.08,193.79,18.71,82.22,3.18,0.27,980.0,30.0,2.66,0.758,0
9.29,18.0,28.89,61.02,11.41,41.12,1.77,-0.26,471.7,11.3,5.83,0.606,0
2.85,24.68,36.08,60.99,3.11,45.64,1.83,-0.18,2284.6,47.5,6.36,0.413,0
23.06,39.66,72.18,100.54,26.64,51.69,2.24,0.36,1766.1,41.6,4.7,0.468,0
5.27,22.03,51.67,157.48,6.05,83.0,2.63,0.03,1254.7,20.1,6.43,0.677,0
3.43,14.96,22.18,28.37,2.73,41.64,1.64,-0.11,2954.5,54.4,9.18,0.293,0
55.42,78.72,153.53,252.82,68.45,84.31,5.94,3.15,2651.4,51.0,7.94,0.464,1
51.42,56.02,67.98,85.77,45.98,47.08,2.04,0.61,2302.3,47.1,11.44,0.322,0
18.45,25.38,81.14,215.27,13.81,70.45,3.06,0.06,2159.7,33.3,7.43,0.477,0
12.95,22.9,36.76,56.21,12.15,46.63,1.92,-0.23,3139.3,51.7,8.85,0.339,0
44.49,86.94,144.17,175.22,49.86,73.28,3.8,1.14,1314.1,24.4,5.35,0.504,1
54.99,63.71,72.35,197.42,48.53,66.03,2.77,1.07,2453.8,35.8,7.93,0.345,1
1.52,4.19,5.38,11.59,1.93,36.48,2.06,-0.13,516.8,21.7,3.81,0.801,0
39.48,71.99,107.03,127.36,29.78,46.19,2.08,0.06,890.1,22.5,3.56,0.702,0
18.1,25.91,34.89,39.52,18.67,34.85,1.69,-0.29,2709.7,50.6,7.69,0.296,0
40.53,45.9,68.59,213.9,39.75,78.17,3.2,1.36,2391.5,52.6,6.46,0.342,1
2.3,4.11,8.4,10.02,2.63,41.6,1.76,-0.26,609.5,21.3,2.21,0.733,0
9.33,16.63,28.21,43.0,6.87,39.52,1.53,-0.07,2537.9,35.9,7.09,0.397,0
15.33,17.99,31.3,46.55,19.11,63.84,1.88,0.09,960.8,21.7,2.92,0.691,0
3.88,15.57,23.58,102.17,3.51,70.75,1.91,-0.01,3104.7,45.5,8.38,0.294,0
50.66,69.19,91.24,210.74,60.97,83.2,3.45,2.17,2312.6,34.2,8.31,0.322,1
16.07,44.17,93.13,173.97,12.25,75.34,3.26,-0.01,1963.8,29.4,5.52,0.431,0
19.49,28.53,54.2,71.67,24.03,50.44,2.29,0.03,2796.0,39.5,7.68,0.342,0
16.47,20.33,37.5,56.5,11.78,28.13,1.81,-0.1,1533.0,42.8,6.61,0.482,0
36.21,42.73,90.76,211.48,34.63,83.73,3.09,0.74,1508.4,23.0,7.83,0.462,1
46.78,95.87,146.9,176.75,41.49,54.56,2.7,0.38,1405.2,31.5,3.74,0.671,0
10.4,41.29,98.44,175.03,8.77,77.82,3.25,0.11,2952.9,45.2,7.67,0.438,0
55.07,86.04,138.88,162.14,55.23,54.26,3.24,0.94,3163.4,42.7,10.92,0.245,1
4.61,14.48,19.78,70.67,4.15,68.35,1.52,-0.26,1464.1,31.3,4.57,0.553,0
12.59,24.02,34.43,43.94,9.6,45.99,1.83,-0.16,2378.0,39.7,6.56,0.41,0
40.47,87.13,149.84,292.38,50.59,61.21,3.37,0.58,2068.2,27.0,6.87,0.468,0
50.8,69.0,89.31,219.87,64.93,84.78,3.0,1.86,1288.2,20.9,5.06,0.533,1
8.06,25.85,38.31,70.83,6.63,65.2,2.31,-0.3,953.8,31.5,2.75,0.759,0
38.19,43.97,104.71,191.95,41.75,59.17,3.11,0.96,2873.2,53.9,9.88,0.294,1
53.68,101.19,140.49,292.74,55.49,66.0,3.39,1.21,1564.2,32.4,4.56,0.518,1
17.91,25.22,27.14,73.99,23.24,59.2,1.94,0.01,1138.4,28.2,6.47,0.526,0
19.68,32.97,42.85,87.67,17.19,47.72,2.07,-0.15,865.4,21.1,2.57,0.775,0
7.57,9.79,18.31,31.45,7.62,44.17,1.45,-0.09,891.4,23.8,2.68,0.679,0
36.63,86.04,94.81,201.55,39.78,71.3,2.78,0.98,2266.7,37.7,6.37,0.399,0
19.55,56.91,76.81,181.88,20.6,76.89,3.0,0.38,1695.5,38.6,5.23,0.578,0
28.36,41.42,89.54,130.37,31.27,69.25,3.3,0.75,3061.8,58.0,7.98,0.204,0
68.35,101.48,119.09,234.07,63.52,63.66,2.72,0.77,1087.7,15.1,4.62,0.654,1
45.6,110.85,187.79,229.14,56.08,88.89,5.98,1.9,1303.6,29.9,3.8,0.531,1
24.68,46.16,68.37,77.27,22.9,63.78,2.2,0.16,1831.3,28.6,6.58,0.603,0
6.04,6.85,10.33,16.27,6.28,37.38,1.75,-0.15,2246.1,41.1,6.58,0.557,0
9.82,47.06,59.94,167.3,12.5,61.71,2.35,-0.08,2503.4,44.4,6.99,0.377,0
55.92,67.38,116.63,242.2,61.46,66.43,3.54,1.71,2963.0,48.3,9.55,0.316,1
19.74,50.98,87.48,250.76,21.43,61.08,2.59,-0.04,634.5,17.3,1.89,0.793,1
10.49,12.85,15.64,24.97,12.34,47.57,2.06,-0.02,1673.8,28.6,4.8,0.581,0
12.04,22.69,50.49,213.52,12.69,70.58,2.17,0.23,2124.5,31.6,7.08,0.504,0
9.73,17.52,55.9,135.27,12.2,63.05,1.94,-0.08,645.3,17.9,2.56,0.79,0
37.45,82.75,109.2,219.51,48.03,66.92,2.51,0.37,607.6,9.3,2.22,0.801,1
63.25,85.03,167.09,223.85,74.31,77.1,5.13,2.2,1033.9,36.7,3.9,0.685,1
16.76,68.24,80.66,191.54,17.83,75.01,3.36,0.39,1447.6,39.9,3.98,0.655,0
26.15,34.87,47.27,85.95,29.05,56.4,1.8,0.33,1635.3,35.4,5.93,0.533,0
38.86,59.19,80.64,91.12,31.0,38.06,2.16,-0.03,2440.7,50.5,8.52,0.381,0
12.75,19.79,93.29,160.83,15.21,49.31,2.19,-0.1,527.8,26.0,3.0,0.662,0
61.56,88.08,140.87,313.8,59.31,81.83,4.16,1.76,2067.6,27.6,6.92,0.394,1
38.49,79.15,144.23,237.68,29.41,54.9,3.37,0.23,1840.9,41.2,6.16,0.466,1
37.6,102.34,143.45,251.88,34.25,61.36,3.21,0.5,2286.2,38.2,6.59,0.436,0
36.37,45.94,102.95,115.91,44.57,71.66,3.17,1.06,2369.0,40.3,9.0,0.24,1
56.76,106.84,172.22,246.32,50.8,69.94,3.86,1.2,2119.0,37.3,9.25,0.327,1
34.36,69.59,110.39,171.26,28.9,69.71,3.18,0.48,2023.2,31.5,5.27,0.483,0
7.65,22.95,40.88,58.94,7.27,33.79,1.59,-0.05,2638.8,43.2,6.96,0.321,0
18.22,27.41,71.5,128.69,22.12,51.33,2.18,0.04,2169.4,45.5,6.77,0.462,0
43.7,62.54,105.24,186.48,46.11,56.49,2.62,0.55,697.3,21.3,2.39,0.703,1
55.87,83.38,111.71,274.54,61.08,85.96,4.07,2.32,2290.0,37.4,6.89,0.456,1
